TimestampISO,Field,DeviationPct,BirdeyeValue,BitqueryValue,Token
2026-02-23T05:01:00.000Z,open,2.257619,0.00015759930717979106,0.00016119792,HBJUeugfgJ3zWYMMP4cULbZ9bjnZbb6WG9cBcWNxpump
2026-02-23T05:11:00.000Z,open,2.225301,0.00017345361520987852,0.00017735691,HBJUeugfgJ3zWYMMP4cULbZ9bjnZbb6WG9cBcWNxpump
2026-02-23T05:13:00.000Z,open,2.728153,0.00017673742118645136,0.00018162577,HBJUeugfgJ3zWYMMP4cULbZ9bjnZbb6WG9cBcWNxpump
2026-02-23T05:22:00.000Z,open,2.597720,0.00018173295247280878,0.00018651599,HBJUeugfgJ3zWYMMP4cULbZ9bjnZbb6WG9cBcWNxpump
2026-02-23T05:22:00.000Z,low,2.597720,0.00018173295247280878,0.00018651599,HBJUeugfgJ3zWYMMP4cULbZ9bjnZbb6WG9cBcWNxpump
2026-02-23T05:32:00.000Z,open,2.257467,0.0001901182474005353,0.0001944591,HBJUeugfgJ3zWYMMP4cULbZ9bjnZbb6WG9cBcWNxpump
2026-02-23T05:46:00.000Z,open,2.304101,0.00017950841990478777,0.00018369268,HBJUeugfgJ3zWYMMP4cULbZ9bjnZbb6WG9cBcWNxpump
2026-02-23T06:07:00.000Z,open,2.349793,0.0001646435825134528,0.00016855836,HBJUeugfgJ3zWYMMP4cULbZ9bjnZbb6WG9cBcWNxpump
2026-02-23T06:08:00.000Z,open,3.104410,0.00016691653125005935,0.00016181396,HBJUeugfgJ3zWYMMP4cULbZ9bjnZbb6WG9cBcWNxpump
2026-02-23T06:08:00.000Z,high,2.374280,0.00016691653125005935,0.00016299996,HBJUeugfgJ3zWYMMP4cULbZ9bjnZbb6WG9cBcWNxpump
2026-02-23T06:20:00.000Z,open,2.347058,0.00016212890504593898,0.00016597935,HBJUeugfgJ3zWYMMP4cULbZ9bjnZbb6WG9cBcWNxpump
2026-02-23T06:42:00.000Z,open,2.311923,0.00017132747875696602,0.00017533476,HBJUeugfgJ3zWYMMP4cULbZ9bjnZbb6WG9cBcWNxpump
2026-02-23T06:42:00.000Z,low,2.311923,0.00017132747875696602,0.00017533476,HBJUeugfgJ3zWYMMP4cULbZ9bjnZbb6WG9cBcWNxpump
2026-02-23T06:53:00.000Z,open,2.274529,0.00017837511447904832,0.00018247898,HBJUeugfgJ3zWYMMP4cULbZ9bjnZbb6WG9cBcWNxpump
